statId,playerId,playerName,primaryPosition,positionGroup,clubName,seasonKey,status,ovr,confidence,minutesPlayed,appearances,finishing,shotPower,shotAccuracy,positioning,attackingMovement,shortPassing,longPassing,vision,crossing,throughBalls,chanceCreation,tackling,interceptions,marking,defensiveAwareness,positioningDef,blocks,aerialAbility,dribbling,ballControl,composure,stamina,strength,pace,acceleration,workRate,gkReflexes,gkHandling,gkPositioning,gkKicking,gkClaims
fpl-stat-fpl-p-80201-2021-2022,fpl-p-80201,Bernd Leno,GK,GOALKEEPER,Manchester United FC,2021-2022,RATED,69,0.49,360,1,54.0,54.0,55.0,51.0,53.0,68.0,68.0,68.0,68.0,68.0,68.0,64.0,64.0,64.0,64.0,64.0,65.0,60.0,46.0,47.0,47.0,52.0,54.0,51.0,51.0,55.0,69.0,69.0,69.0,69.0,69.0
fpl-stat-fpl-p-115918-2021-2022,fpl-p-115918,Rúnar Alex Rúnarsson,GK,GOALKEEPER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-47431-2021-2022,fpl-p-47431,Willian Borges Da Silva,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-54694-2021-2022,fpl-p-54694,Pierre-Emerick Aubameyang,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,71,0.64,1036,1,89.0,86.0,88.0,82.0,76.0,77.0,76.0,76.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,75.0,71.0,65.0,65.0,63.0,57.0,58.0,58.0,58.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-58822-2021-2022,fpl-p-58822,Cédric Soares,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,72,0.74,1481,1,81.0,79.0,81.0,76.0,74.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,73.0,64.0,65.0,64.0,62.0,62.0,62.0,62.0,65.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-59966-2021-2022,fpl-p-59966,Alexandre Lacazette,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,75,0.8,1773,1,87.0,85.0,86.0,82.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,74.0,72.0,72.0,70.0,65.0,66.0,66.0,66.0,68.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-84450-2021-2022,fpl-p-84450,Granit Xhaka,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,75,0.81,2327,1,82.0,81.0,81.0,77.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,77.0,65.0,66.0,66.0,73.0,72.0,72.0,72.0,74.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-92371-2021-2022,fpl-p-92371,Pablo Marí,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,66,0.23,180,1,63.0,62.0,63.0,61.0,60.0,72.0,72.0,72.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,67.0,56.0,57.0,56.0,55.0,57.0,55.0,55.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-98745-2021-2022,fpl-p-98745,Héctor Bellerín,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-111457-2021-2022,fpl-p-111457,Sead Kolasinac,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,66,0.22,91,1,64.0,64.0,65.0,63.0,62.0,71.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,66.0,58.0,59.0,58.0,58.0,59.0,58.0,58.0,60.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-153256-2021-2022,fpl-p-153256,Mohamed Naser El Sayed Elneny,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,68,0.59,801,1,59.0,58.0,59.0,56.0,57.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0,70.0,51.0,52.0,52.0,55.0,57.0,55.0,55.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-154043-2021-2022,fpl-p-154043,Ainsley Maitland-Niles,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,66,0.23,263,1,62.0,61.0,62.0,59.0,59.0,73.0,72.0,73.0,72.0,72.0,73.0,73.0,73.0,72.0,73.0,72.0,72.0,67.0,54.0,55.0,54.0,55.0,56.0,54.0,54.0,58.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-156074-2021-2022,fpl-p-156074,Rob Holding,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,70,0.6,840,1,81.0,78.0,80.0,75.0,70.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,70.0,63.0,64.0,62.0,55.0,57.0,56.0,56.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-167199-2021-2022,fpl-p-167199,Thomas Partey,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,74,0.81,2027,1,83.0,82.0,82.0,78.0,77.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,75.0,65.0,66.0,66.0,69.0,69.0,68.0,68.0,70.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-192895-2021-2022,fpl-p-192895,Kieran Tierney,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,74,0.81,1916,1,81.0,80.0,81.0,77.0,76.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,75.0,66.0,67.0,66.0,67.0,67.0,67.0,67.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-195735-2021-2022,fpl-p-195735,Nicolas Pépé,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,72,0.56,681,1,80.0,78.0,80.0,78.0,70.0,76.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,74.0,75.0,74.0,74.0,69.0,72.0,72.0,68.0,54.0,56.0,57.0,57.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-198849-2021-2022,fpl-p-198849,Lucas Torreira,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-205533-2021-2022,fpl-p-205533,Edward Nketiah,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,70,0.59,823,1,93.0,89.0,92.0,85.0,78.0,76.0,75.0,76.0,75.0,75.0,76.0,75.0,75.0,75.0,75.0,75.0,74.0,69.0,65.0,66.0,63.0,55.0,57.0,57.0,57.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-209289-2021-2022,fpl-p-209289,Emile Smith Rowe,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,74,0.81,1909,1,97.0,94.0,96.0,88.0,85.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,75.0,65.0,66.0,66.0,67.0,67.0,67.0,67.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-223340-2021-2022,fpl-p-223340,Bukayo Saka,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,76,0.81,2978,1,93.0,92.0,92.0,86.0,87.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,78.0,78.0,78.0,77.0,78.0,69.0,69.0,71.0,78.0,77.0,77.0,77.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-226597-2021-2022,fpl-p-226597,Gabriel Magalhães,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,75,0.81,3063,1,86.0,85.0,85.0,79.0,83.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,78.0,78.0,78.0,77.0,78.0,63.0,64.0,66.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-233963-2021-2022,fpl-p-233963,Konstantinos Mavropanos,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-242166-2021-2022,fpl-p-242166,Mattéo Guendouzi,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-444145-2021-2022,fpl-p-444145,Gabriel Teodoro Martinelli Silva,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,75,0.81,1855,1,90.0,87.0,89.0,84.0,80.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,74.0,70.0,70.0,69.0,66.0,66.0,67.0,67.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-462424-2021-2022,fpl-p-462424,William Saliba,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-198869-2021-2022,fpl-p-198869,Ben White,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,71,0.81,2880,1,56.0,58.0,56.0,52.0,65.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,42.0,44.0,49.0,78.0,77.0,72.0,72.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-437626-2021-2022,fpl-p-437626,Nuno Varela Tavares,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,72,0.67,1169,1,81.0,78.0,80.0,76.0,72.0,77.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,75.0,71.0,65.0,65.0,63.0,58.0,59.0,59.0,59.0,62.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-437742-2021-2022,fpl-p-437742,Albert Sambi Lokonga,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,68,0.66,1129,1,58.0,58.0,58.0,54.0,58.0,77.0,76.0,76.0,76.0,76.0,76.0,77.0,76.0,76.0,76.0,76.0,75.0,71.0,45.0,46.0,47.0,58.0,59.0,56.0,56.0,62.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-232223-2021-2022,fpl-p-232223,Folarin Balogun,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-200641-2021-2022,fpl-p-200641,Reiss Nelson,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-463748-2021-2022,fpl-p-463748,Karl Hein,GK,GOALKEEPER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-184029-2021-2022,fpl-p-184029,Martin Ødegaard,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,76,0.81,2782,1,89.0,88.0,88.0,82.0,84.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,77.0,78.0,77.0,77.0,78.0,66.0,67.0,68.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-225321-2021-2022,fpl-p-225321,Aaron Ramsdale,GK,GOALKEEPER,Manchester United FC,2021-2022,RATED,91,0.81,3060,1,54.0,56.0,55.0,50.0,63.0,75.0,74.0,75.0,74.0,74.0,75.0,77.0,76.0,76.0,76.0,76.0,75.0,77.0,40.0,41.0,47.0,78.0,77.0,72.0,72.0,77.0,99.0,99.0,99.0,84.0,99.0
fpl-stat-fpl-p-220682-2021-2022,fpl-p-220682,Arthur Okonkwo,GK,GOALKEEPER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-223723-2021-2022,fpl-p-223723,Takehiro Tomiyasu,CM,MIDFIELDER,Manchester United FC,2021-2022,RATED,69,0.78,1680,1,57.0,57.0,57.0,53.0,60.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,74.0,44.0,46.0,48.0,64.0,65.0,61.0,61.0,67.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-450544-2021-2022,fpl-p-450544,Charlie Patino,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-503301-2021-2022,fpl-p-503301,Omari Hutchinson,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-498046-2021-2022,fpl-p-498046,Salah-Eddine Oulad M'hand,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-444880-2021-2022,fpl-p-444880,Mika Biereth,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-461023-2021-2022,fpl-p-461023,Ryan Alebiosu,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-490887-2021-2022,fpl-p-490887,Zach Awe,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-232245-2021-2022,fpl-p-232245,Zak Swanson,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-449444-2021-2022,fpl-p-449444,Mazeed Ogungbo,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-493928-2021-2022,fpl-p-493928,Marcelo Flores,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-439482-2021-2022,fpl-p-439482,Miguel Azeez,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-450553-2021-2022,fpl-p-450553,Alex Kirk,CM,MIDFIELDER,Manchester United FC,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-101184-2021-2022,fpl-p-101184,Calum Chambers,CM,MIDFIELDER,Leeds,2021-2022,RATED,71,0.63,999,1,81.0,78.0,80.0,75.0,71.0,77.0,76.0,76.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,71.0,63.0,64.0,62.0,57.0,58.0,58.0,58.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-79852-2021-2022,fpl-p-79852,Jed Steer,GK,GOALKEEPER,Leeds,2021-2022,RATED,68,0.22,90,1,54.0,54.0,55.0,52.0,54.0,68.0,68.0,68.0,68.0,68.0,68.0,56.0,57.0,57.0,57.0,57.0,58.0,56.0,49.0,50.0,50.0,55.0,56.0,54.0,54.0,55.0,68.0,68.0,68.0,68.0,68.0
fpl-stat-fpl-p-85242-2021-2022,fpl-p-85242,Conor Hourihane,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-98980-2021-2022,fpl-p-98980,Emiliano Martínez,GK,GOALKEEPER,Leeds,2021-2022,RATED,91,0.81,3240,1,54.0,56.0,55.0,50.0,63.0,74.0,74.0,74.0,73.0,74.0,74.0,77.0,76.0,76.0,76.0,76.0,76.0,77.0,40.0,41.0,47.0,78.0,77.0,72.0,72.0,77.0,99.0,99.0,99.0,83.0,99.0
fpl-stat-fpl-p-108156-2021-2022,fpl-p-108156,Björn Engels,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-110504-2021-2022,fpl-p-110504,Bertrand Traoré,CM,MIDFIELDER,Leeds,2021-2022,RATED,67,0.23,212,1,63.0,62.0,63.0,61.0,60.0,73.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,71.0,66.0,58.0,59.0,58.0,55.0,56.0,56.0,56.0,58.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-122775-2021-2022,fpl-p-122775,Morgan Sanson,CM,MIDFIELDER,Leeds,2021-2022,RATED,67,0.49,349,1,61.0,61.0,62.0,58.0,59.0,74.0,73.0,74.0,73.0,73.0,74.0,73.0,73.0,72.0,73.0,72.0,72.0,68.0,52.0,53.0,52.0,55.0,56.0,55.0,55.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-122806-2021-2022,fpl-p-122806,John McGinn,CM,MIDFIELDER,Leeds,2021-2022,RATED,76,0.81,3090,1,84.0,83.0,83.0,79.0,81.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,77.0,78.0,77.0,77.0,78.0,66.0,67.0,68.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-123354-2021-2022,fpl-p-123354,Kortney Hause,CM,MIDFIELDER,Leeds,2021-2022,RATED,69,0.5,397,1,79.0,77.0,79.0,74.0,69.0,74.0,73.0,74.0,73.0,73.0,74.0,74.0,74.0,73.0,74.0,73.0,73.0,68.0,63.0,64.0,61.0,54.0,56.0,56.0,56.0,58.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-148508-2021-2022,fpl-p-148508,Mahmoud Ahmed Ibrahim Hassan,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-149484-2021-2022,fpl-p-149484,Tyrone Mings,CM,MIDFIELDER,Leeds,2021-2022,RATED,76,0.81,3188,1,82.0,82.0,81.0,77.0,80.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,78.0,78.0,78.0,77.0,78.0,66.0,66.0,68.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-178301-2021-2022,fpl-p-178301,Ollie Watkins,CM,MIDFIELDER,Leeds,2021-2022,RATED,75,0.81,2950,1,93.0,92.0,92.0,85.0,87.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,65.0,66.0,68.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-184704-2021-2022,fpl-p-184704,Marvelous Nakamba,CM,MIDFIELDER,Leeds,2021-2022,RATED,67,0.61,899,1,58.0,58.0,58.0,54.0,57.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,75.0,75.0,75.0,75.0,75.0,70.0,46.0,47.0,48.0,56.0,57.0,54.0,54.0,60.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-195546-2021-2022,fpl-p-195546,Emiliano Buendía Stati,CM,MIDFIELDER,Leeds,2021-2022,RATED,74,0.81,1887,1,87.0,85.0,86.0,81.0,79.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,74.0,69.0,69.0,69.0,67.0,67.0,67.0,67.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-199796-2021-2022,fpl-p-199796,Matthew Cash,CM,MIDFIELDER,Leeds,2021-2022,RATED,76,0.81,3377,1,85.0,84.0,84.0,79.0,82.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,78.0,78.0,78.0,77.0,78.0,65.0,66.0,68.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-199798-2021-2022,fpl-p-199798,Ezri Konsa Ngoyo,CM,MIDFIELDER,Leeds,2021-2022,RATED,75,0.81,2477,1,83.0,82.0,82.0,77.0,80.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,77.0,63.0,64.0,66.0,75.0,74.0,73.0,73.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-203368-2021-2022,fpl-p-203368,Frédéric Guilbert,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-213345-2021-2022,fpl-p-213345,Wesley Moraes,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-217487-2021-2022,fpl-p-217487,Mbwana Ally Samatta,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-221239-2021-2022,fpl-p-221239,Keinan Davis,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-230046-2021-2022,fpl-p-230046,Douglas Luiz Soares de Paulo,CM,MIDFIELDER,Leeds,2021-2022,RATED,75,0.81,2715,1,83.0,82.0,82.0,78.0,81.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,65.0,66.0,68.0,78.0,77.0,76.0,76.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-232653-2021-2022,fpl-p-232653,Jacob Ramsey,CM,MIDFIELDER,Leeds,2021-2022,RATED,75,0.81,2465,1,88.0,87.0,87.0,81.0,83.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,77.0,64.0,65.0,66.0,74.0,74.0,73.0,73.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-18892-2021-2022,fpl-p-18892,Ashley Young,CM,MIDFIELDER,Leeds,2021-2022,RATED,68,0.68,1234,1,57.0,57.0,58.0,54.0,58.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,72.0,47.0,49.0,50.0,59.0,60.0,57.0,57.0,63.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-101188-2021-2022,fpl-p-101188,Lucas Digne,CM,MIDFIELDER,Leeds,2021-2022,RATED,71,0.81,2440,1,56.0,58.0,57.0,53.0,63.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,77.0,45.0,47.0,51.0,74.0,74.0,70.0,70.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-84939-2021-2022,fpl-p-84939,Danny Ings,CM,MIDFIELDER,Leeds,2021-2022,RATED,74,0.81,1891,1,91.0,89.0,90.0,85.0,81.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,74.0,69.0,69.0,69.0,67.0,67.0,67.0,67.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-215711-2021-2022,fpl-p-215711,Leon Bailey,CM,MIDFIELDER,Leeds,2021-2022,RATED,71,0.58,750,1,80.0,78.0,80.0,77.0,70.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,75.0,75.0,75.0,75.0,74.0,69.0,69.0,69.0,66.0,55.0,56.0,57.0,57.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-447715-2021-2022,fpl-p-447715,Aaron Ramsey,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-481624-2021-2022,fpl-p-481624,Jaden Philogene-Bidace,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-478912-2021-2022,fpl-p-478912,Carney Chukwuemeka,CM,MIDFIELDER,Leeds,2021-2022,RATED,67,0.24,291,1,62.0,61.0,62.0,60.0,59.0,73.0,73.0,73.0,72.0,73.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0,67.0,56.0,57.0,56.0,55.0,56.0,55.0,55.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-433979-2021-2022,fpl-p-433979,Cameron Archer,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-248164-2021-2022,fpl-p-248164,Viljami Sinisalo,GK,GOALKEEPER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-515597-2021-2022,fpl-p-515597,Lamare Bogarde,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-490094-2021-2022,fpl-p-490094,Tim Iroegbunam,CM,MIDFIELDER,Leeds,2021-2022,RATED,66,0.22,90,1,65.0,64.0,65.0,62.0,62.0,71.0,70.0,71.0,70.0,70.0,71.0,69.0,69.0,69.0,69.0,69.0,69.0,66.0,58.0,58.0,58.0,57.0,59.0,57.0,57.0,60.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-462381-2021-2022,fpl-p-462381,Filip Marschall,GK,GOALKEEPER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-536110-2021-2022,fpl-p-536110,Josh Feeney,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-84583-2021-2022,fpl-p-84583,Philippe Coutinho Correia,CM,MIDFIELDER,Leeds,2021-2022,RATED,72,0.7,1327,1,90.0,87.0,89.0,83.0,78.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,72.0,67.0,68.0,66.0,60.0,61.0,61.0,61.0,63.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-465390-2021-2022,fpl-p-465390,Kaine Hayden,CM,MIDFIELDER,Leeds,2021-2022,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-111782-2021-2022,fpl-p-111782,Robin Olsen,GK,GOALKEEPER,Leeds,2021-2022,RATED,68,0.22,90,1,54.0,54.0,55.0,52.0,54.0,67.0,67.0,67.0,67.0,67.0,67.0,56.0,57.0,57.0,57.0,57.0,58.0,56.0,49.0,50.0,50.0,55.0,56.0,54.0,54.0,55.0,68.0,68.0,68.0,67.0,68.0
