statId,playerId,playerName,primaryPosition,positionGroup,clubName,seasonKey,status,ovr,confidence,minutesPlayed,appearances,finishing,shotPower,shotAccuracy,positioning,attackingMovement,shortPassing,longPassing,vision,crossing,throughBalls,chanceCreation,tackling,interceptions,marking,defensiveAwareness,positioningDef,blocks,aerialAbility,dribbling,ballControl,composure,stamina,strength,pace,acceleration,workRate,gkReflexes,gkHandling,gkPositioning,gkKicking,gkClaims
fpl-stat-fpl-p-95715-2022-2023,fpl-p-95715,Lucas Rodrigues Moura da Silva,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,69,0.22,145,1,76.0,74.0,75.0,74.0,68.0,72.0,71.0,72.0,71.0,71.0,72.0,71.0,71.0,71.0,71.0,71.0,71.0,66.0,68.0,68.0,66.0,56.0,57.0,58.0,58.0,59.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-115556-2022-2023,fpl-p-115556,Unknown Player,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,80,0.99,2284,27,67.0,69.0,67.0,72.0,74.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,80.0,83.0,83.0,84.0,85.0,83.0,85.0,85.0,84.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-132015-2022-2023,fpl-p-132015,Pierre-Emile Højbjerg,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,83,0.99,3131,36,69.0,71.0,69.0,75.0,78.0,79.0,78.0,78.0,77.0,78.0,78.0,79.0,78.0,78.0,78.0,78.0,77.0,83.0,88.0,87.0,89.0,92.0,90.0,91.0,91.0,89.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-157668-2022-2023,fpl-p-157668,Harry Winks,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-173904-2022-2023,fpl-p-173904,Davinson Sánchez,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,74,0.68,848,9,63.0,63.0,63.0,66.0,63.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,75.0,75.0,73.0,65.0,65.0,66.0,66.0,67.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-184349-2022-2023,fpl-p-184349,Ryan Sessegnon,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,75,0.68,805,10,73.0,72.0,72.0,75.0,69.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,75.0,75.0,75.0,75.0,74.0,72.0,81.0,81.0,78.0,64.0,65.0,67.0,67.0,67.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-194252-2022-2023,fpl-p-194252,Steven Bergwijn,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-199249-2022-2023,fpl-p-199249,Sergio Reguilón,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-199584-2022-2023,fpl-p-199584,Japhet Tanganga,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,68,0.23,145,3,64.0,63.0,64.0,63.0,62.0,72.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,70.0,67.0,61.0,61.0,60.0,59.0,60.0,59.0,59.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-202993-2022-2023,fpl-p-202993,Rodrigo Bentancur,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,77,0.91,1501,18,76.0,76.0,75.0,77.0,75.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,76.0,81.0,81.0,79.0,74.0,73.0,75.0,75.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-209042-2022-2023,fpl-p-209042,Oliver Skipp,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,77,0.92,1489,19,69.0,70.0,69.0,73.0,71.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,76.0,80.0,80.0,79.0,74.0,73.0,75.0,75.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-214225-2022-2023,fpl-p-214225,Joe Rodon,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-221632-2022-2023,fpl-p-221632,Cristian Romero,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,80,0.99,2363,27,62.0,64.0,62.0,68.0,72.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,81.0,82.0,82.0,83.0,86.0,84.0,86.0,86.0,85.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-227127-2022-2023,fpl-p-227127,Yves Bissouma,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,77,0.73,998,11,66.0,66.0,66.0,72.0,66.0,77.0,76.0,76.0,75.0,76.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,86.0,85.0,82.0,67.0,67.0,70.0,70.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-241157-2022-2023,fpl-p-241157,Emerson Aparecido Leite de Souza Junior,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,78,0.98,1729,21,68.0,69.0,68.0,72.0,72.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,77.0,82.0,82.0,81.0,77.0,76.0,78.0,78.0,77.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-445044-2022-2023,fpl-p-445044,Dejan Kulusevski,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,82,0.99,2062,24,67.0,69.0,67.0,76.0,73.0,79.0,78.0,78.0,77.0,78.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,96.0,96.0,93.0,82.0,80.0,84.0,84.0,81.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-490145-2022-2023,fpl-p-490145,Dane Scarlett,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-45034-2022-2023,fpl-p-45034,Ivan Perišić,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,83,0.99,2099,24,64.0,66.0,65.0,74.0,72.0,79.0,78.0,79.0,77.0,78.0,79.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,97.0,96.0,94.0,82.0,81.0,84.0,84.0,81.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-448791-2022-2023,fpl-p-448791,Harvey White,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-482442-2022-2023,fpl-p-482442,Pape Matar Sarr,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,69,0.24,211,3,63.0,62.0,63.0,64.0,61.0,73.0,72.0,72.0,72.0,72.0,72.0,71.0,71.0,71.0,71.0,71.0,71.0,67.0,66.0,66.0,64.0,59.0,60.0,60.0,60.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-214572-2022-2023,fpl-p-214572,Brandon Austin,GK,GOALKEEPER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-496179-2022-2023,fpl-p-496179,Alfie Devine,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-447235-2022-2023,fpl-p-447235,Troy Parrott,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-212319-2022-2023,fpl-p-212319,Richarlison de Andrade,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,77,0.75,995,13,70.0,70.0,70.0,75.0,69.0,77.0,76.0,76.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,74.0,84.0,84.0,81.0,67.0,67.0,69.0,69.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-171101-2022-2023,fpl-p-171101,Clément Lenglet,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,79,0.99,2018,25,61.0,63.0,61.0,67.0,69.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,81.0,81.0,81.0,81.0,80.0,81.0,81.0,80.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-232859-2022-2023,fpl-p-232859,Djed Spence,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-436234-2022-2023,fpl-p-436234,Bryan Gil Salvatierra,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,69,0.23,146,3,64.0,63.0,64.0,65.0,62.0,72.0,71.0,72.0,71.0,71.0,72.0,71.0,71.0,71.0,71.0,71.0,70.0,67.0,68.0,68.0,66.0,59.0,60.0,60.0,60.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-220307-2022-2023,fpl-p-220307,Arnaut Danjuma,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,68,0.23,162,2,78.0,76.0,78.0,74.0,70.0,72.0,71.0,72.0,71.0,71.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0,67.0,63.0,64.0,62.0,58.0,59.0,59.0,59.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-441164-2022-2023,fpl-p-441164,Pedro Porro,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,RATED,78,0.79,1132,14,72.0,72.0,72.0,77.0,71.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,76.0,76.0,76.0,76.0,75.0,74.0,87.0,87.0,84.0,69.0,69.0,71.0,71.0,70.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-461199-2022-2023,fpl-p-461199,Romaine Mundle,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-519327-2022-2023,fpl-p-519327,George Abbott,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-461201-2022-2023,fpl-p-461201,Matthew Craig,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-492779-2022-2023,fpl-p-492779,Yago de Santiago Alonso,CM,MIDFIELDER,Tottenham Hotspur FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-84939-2022-2023,fpl-p-84939,Danny Ings,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,78,0.91,1579,16,86.0,85.0,85.0,85.0,81.0,78.0,77.0,77.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.0,77.0,82.0,82.0,81.0,74.0,74.0,75.0,75.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-37096-2022-2023,fpl-p-37096,Lukasz Fabianski,GK,GOALKEEPER,West Ham United FC,2022-2023,RATED,68,0.99,3111,37,54.0,58.0,55.0,58.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,77.0,76.0,76.0,76.0,76.0,75.0,81.0,69.0,69.0,73.0,91.0,89.0,88.0,88.0,88.0,68.0,68.0,68.0,68.0,68.0
fpl-stat-fpl-p-40669-2022-2023,fpl-p-40669,Angelo Ogbonna,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,76,0.81,1234,14,62.0,63.0,62.0,66.0,65.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,75.0,77.0,77.0,75.0,70.0,70.0,71.0,71.0,72.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-55459-2022-2023,fpl-p-55459,Aaron Cresswell,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,81,0.99,2235,25,59.0,61.0,59.0,67.0,69.0,79.0,78.0,78.0,77.0,78.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,80.0,85.0,85.0,85.0,84.0,83.0,84.0,84.0,83.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-57531-2022-2023,fpl-p-57531,Michail Antonio,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,78,0.99,1822,22,77.0,77.0,77.0,78.0,78.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,78.0,81.0,80.0,80.0,78.0,77.0,79.0,79.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-86934-2022-2023,fpl-p-86934,Manuel Lanzini,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,70,0.24,243,3,73.0,72.0,73.0,72.0,67.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,68.0,70.0,70.0,68.0,59.0,60.0,60.0,60.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-103192-2022-2023,fpl-p-103192,Kurt Zouma,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,78,0.99,1988,25,67.0,68.0,67.0,70.0,72.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,78.0,77.0,78.0,77.0,77.0,79.0,79.0,79.0,79.0,81.0,80.0,81.0,81.0,80.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-105717-2022-2023,fpl-p-105717,Arthur Masuaku,CM,MIDFIELDER,West Ham United FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-164555-2022-2023,fpl-p-164555,Vladimir Coufal,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,80,0.99,2135,25,61.0,63.0,61.0,68.0,70.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,86.0,86.0,85.0,83.0,81.0,83.0,83.0,82.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-172841-2022-2023,fpl-p-172841,Saïd Benrahma,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,81,0.99,2059,23,77.0,78.0,77.0,81.0,79.0,79.0,78.0,78.0,77.0,78.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,90.0,89.0,88.0,82.0,80.0,83.0,83.0,81.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-178186-2022-2023,fpl-p-178186,Jarrod Bowen,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,84,0.99,3232,37,73.0,75.0,73.0,80.0,81.0,79.0,78.0,79.0,78.0,78.0,79.0,79.0,78.0,77.0,78.0,77.0,77.0,83.0,94.0,93.0,94.0,92.0,90.0,92.0,92.0,89.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-180151-2022-2023,fpl-p-180151,Nikola Vlasic,CM,MIDFIELDER,West Ham United FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-204480-2022-2023,fpl-p-204480,Declan Rice,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,81,0.99,3272,37,68.0,70.0,68.0,73.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,77.0,78.0,77.0,77.0,83.0,83.0,83.0,85.0,92.0,90.0,91.0,91.0,89.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-215439-2022-2023,fpl-p-215439,Tomas Soucek,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,81,0.99,2811,33,66.0,69.0,66.0,71.0,76.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,82.0,82.0,82.0,84.0,91.0,89.0,90.0,90.0,89.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-217593-2022-2023,fpl-p-217593,Pablo Fornals,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,79,0.91,1493,18,70.0,70.0,70.0,75.0,72.0,78.0,77.0,77.0,76.0,77.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,76.0,86.0,86.0,84.0,74.0,73.0,76.0,76.0,75.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-222018-2022-2023,fpl-p-222018,Ben Johnson,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,73,0.69,860,10,58.0,59.0,59.0,62.0,61.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,70.0,71.0,69.0,65.0,65.0,66.0,66.0,67.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-210494-2022-2023,fpl-p-210494,Nayef Aguerd,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,78,0.93,1594,18,68.0,69.0,68.0,71.0,71.0,78.0,77.0,77.0,76.0,77.0,77.0,78.0,77.0,77.0,77.0,77.0,76.0,77.0,79.0,79.0,78.0,75.0,74.0,76.0,76.0,76.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-84182-2022-2023,fpl-p-84182,Alphonse Areola,GK,GOALKEEPER,West Ham United FC,2022-2023,RATED,67,0.5,307,3,54.0,54.0,55.0,54.0,55.0,68.0,68.0,68.0,68.0,68.0,68.0,64.0,64.0,64.0,64.0,64.0,64.0,62.0,55.0,56.0,56.0,57.0,58.0,56.0,56.0,58.0,67.0,67.0,67.0,68.0,67.0
fpl-stat-fpl-p-220585-2022-2023,fpl-p-220585,Flynn Downes,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,73,0.65,752,8,61.0,62.0,62.0,65.0,62.0,76.0,75.0,75.0,75.0,75.0,75.0,76.0,75.0,75.0,75.0,75.0,74.0,72.0,72.0,72.0,70.0,64.0,64.0,65.0,65.0,66.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-195899-2022-2023,fpl-p-195899,Gianluca Scamacca,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,75,0.72,921,12,75.0,74.0,74.0,75.0,71.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,77.0,77.0,75.0,66.0,66.0,68.0,68.0,68.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-109533-2022-2023,fpl-p-109533,Emerson Palmieri dos Santos,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,76,0.86,1317,17,64.0,65.0,64.0,69.0,67.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,76.0,76.0,75.0,79.0,79.0,77.0,71.0,71.0,72.0,72.0,72.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-222017-2022-2023,fpl-p-222017,Conor Coventry,CM,MIDFIELDER,West Ham United FC,2022-2023,UNRATED,,0.05,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-248865-2022-2023,fpl-p-248865,Armstrong Oko-Flex,CM,MIDFIELDER,West Ham United FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-149519-2022-2023,fpl-p-149519,Maxwel Cornet,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,69,0.24,232,3,67.0,67.0,68.0,67.0,64.0,73.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,71.0,72.0,71.0,71.0,68.0,66.0,66.0,65.0,59.0,60.0,60.0,60.0,61.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-201057-2022-2023,fpl-p-201057,Thilo Kehrer,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,79,0.99,2229,26,59.0,61.0,59.0,65.0,69.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,80.0,79.0,79.0,80.0,84.0,82.0,83.0,83.0,83.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-224024-2022-2023,fpl-p-224024,Lucas Tolentino Coelho de Lima,CM,MIDFIELDER,West Ham United FC,2022-2023,RATED,81,0.99,2154,28,71.0,72.0,71.0,76.0,76.0,79.0,78.0,78.0,77.0,78.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,86.0,86.0,86.0,83.0,82.0,84.0,84.0,82.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-487837-2022-2023,fpl-p-487837,Divin Mubama,CM,MIDFIELDER,West Ham United FC,2022-2023,UNRATED,,0.05,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-447879-2022-2023,fpl-p-447879,Joseph Anang,GK,GOALKEEPER,West Ham United FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-483364-2022-2023,fpl-p-483364,Krisztián Hegyi,GK,GOALKEEPER,West Ham United FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-518438-2022-2023,fpl-p-518438,Kaelan Casey,CM,MIDFIELDER,West Ham United FC,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-60232-2022-2023,fpl-p-60232,Craig Dawson,CM,MIDFIELDER,Wolves,2022-2023,RATED,79,0.99,2134,26,65.0,67.0,65.0,69.0,72.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,79.0,80.0,80.0,80.0,83.0,81.0,82.0,82.0,82.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-102057-2022-2023,fpl-p-102057,Raúl Jiménez,CM,MIDFIELDER,Wolves,2022-2023,RATED,75,0.68,839,9,67.0,67.0,67.0,70.0,66.0,76.0,75.0,76.0,75.0,75.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,77.0,77.0,75.0,65.0,65.0,67.0,67.0,67.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-114128-2022-2023,fpl-p-114128,Jonathan Castro Otto,CM,MIDFIELDER,Wolves,2022-2023,RATED,77,0.83,1257,15,70.0,70.0,70.0,73.0,70.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,76.0,76.0,76.0,76.0,76.0,75.0,81.0,81.0,79.0,70.0,70.0,72.0,72.0,72.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-149065-2022-2023,fpl-p-149065,José Malheiro de Sá,GK,GOALKEEPER,Wolves,2022-2023,RATED,68,0.99,3240,37,54.0,58.0,55.0,58.0,69.0,68.0,68.0,68.0,68.0,68.0,68.0,77.0,76.0,76.0,76.0,76.0,75.0,81.0,69.0,69.0,73.0,92.0,89.0,88.0,88.0,89.0,68.0,68.0,68.0,68.0,68.0
fpl-stat-fpl-p-171317-2022-2023,fpl-p-171317,Rúben Diogo da Silva Neves,CM,MIDFIELDER,Wolves,2022-2023,RATED,81,0.99,3020,34,72.0,74.0,71.0,75.0,80.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,82.0,84.0,84.0,86.0,92.0,89.0,91.0,91.0,89.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-184754-2022-2023,fpl-p-184754,Hee-Chan Hwang,CM,MIDFIELDER,Wolves,2022-2023,RATED,76,0.78,1117,13,74.0,74.0,74.0,76.0,72.0,77.0,76.0,77.0,76.0,76.0,77.0,77.0,76.0,76.0,76.0,76.0,75.0,74.0,78.0,78.0,76.0,68.0,68.0,70.0,70.0,70.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-200402-2022-2023,fpl-p-200402,Nélson Cabral Semedo,CM,MIDFIELDER,Wolves,2022-2023,RATED,81,0.99,2633,32,61.0,64.0,62.0,68.0,73.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,78.0,77.0,78.0,77.0,77.0,82.0,83.0,83.0,85.0,90.0,88.0,89.0,89.0,88.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-200600-2022-2023,fpl-p-200600,Daniel Castelo Podence,CM,MIDFIELDER,Wolves,2022-2023,RATED,80,0.99,1760,21,78.0,78.0,77.0,80.0,78.0,78.0,77.0,78.0,77.0,77.0,78.0,78.0,77.0,77.0,77.0,77.0,76.0,78.0,87.0,87.0,85.0,78.0,77.0,79.0,79.0,78.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-214048-2022-2023,fpl-p-214048,Max Kilman,CM,MIDFIELDER,Wolves,2022-2023,RATED,81,0.99,3307,38,61.0,64.0,61.0,67.0,73.0,78.0,77.0,78.0,77.0,77.0,78.0,79.0,78.0,78.0,78.0,78.0,77.0,83.0,81.0,81.0,84.0,92.0,90.0,90.0,90.0,89.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-245923-2022-2023,fpl-p-245923,Luke Cundle,CM,MIDFIELDER,Wolves,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-247632-2022-2023,fpl-p-247632,Pedro Lomba Neto,CM,MIDFIELDER,Wolves,2022-2023,RATED,77,0.75,962,14,63.0,63.0,63.0,70.0,64.0,77.0,76.0,76.0,75.0,76.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,85.0,85.0,82.0,66.0,67.0,69.0,69.0,68.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-448514-2022-2023,fpl-p-448514,Rayan Ait Nouri,CM,MIDFIELDER,Wolves,2022-2023,RATED,76,0.74,1067,10,67.0,67.0,67.0,71.0,67.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,75.0,74.0,79.0,79.0,77.0,68.0,68.0,69.0,69.0,69.0,10.0,10.0,10.0,10.0,10.0
fpl-stat-fpl-p-449988-2022-2023,fpl-p-449988,Fabio Silva,CM,MIDFIELDER,Wolves,2022-2023,UNRATED,,0.05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fpl-stat-fpl-p-510362-2022-2023,fpl-p-510362,Toti António Gomes,CM,MIDFIELDER,Wolves,2022-2023,RATED,75,0.73,978,11,70.0,70.0,70.0,72.0,69.0,77.0,76.0,76.0,75.0,76.0,76.0,76.0,76.0,75.0,76.0,75.0,75.0,73.0,77.0,77.0,75.0,67.0,67.0,68.0,68.0,69.0,10.0,10.0,10.0,10.0,10.0
